review,rating
"Some phones have weak amplifiers. If you feel your phone has no bass, Buy iBasso DAC also

Earphones have separate speakers for Bass & Treble for both ears.
Natural Sound. Uncomoromised, loud and deep bass.
Sound quality is exactly same like Sony Ericsson earphones which were famous for powerful & deep bass and uncompromised audio quality.
Buy blindly if you miss your old style Walkman like sound. No single driver earphone can beat these earphones except Sennheiser IE80",5.0 out of 5 stars
"Decent product, expected a bit more though but it gets the job done! Wanted some good earphone for calling purpose as TWS are of no use due to their call quality but on this it sure is decent when taking calls! For music, the bass isn't that great and with the price of 799, could have to better! So far no complaints...",3.0 out of 5 stars
Sometimes one ear stops working,3.0 out of 5 stars
"This is the best earphone under 1k
All rounder earphones

It is dam better tha realme buds 2 and
boat basehead 225

Build is just super
Bass is super you can costomis you audio and then its bass is super
The base is better tha boat basshead 225 and realme buds 2

No word to say
For pubg this is the best earphones under 1k
Its pubg sound is like headphones
♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",5.0 out of 5 stars
"Nice
Delevar",5.0 out of 5 stars
"I have used many earphone in this price range, so i am qualified to give an honest review. So here it is.... I genuinely loved the surround sound it provides...... if you want high and enhanced base, good surround sound and high gaming performance this is earphone for you, dual driver really helps you there. But if you want a balanced and clear sound, clear vocals then u should go for seinnheiser cx series.",5.0 out of 5 stars
Never thought MI earphones will be so gud 😂. I'm a moderate user I'll use them only fr calls so no issues. But if u use it fr 1-2hrs it'll pain😬,4.0 out of 5 stars
"At this price point this is a awesome buy ,which is far better than jbl in ear headphones . Tangless wire is another important thing with 3 extra buds .audio quality is awesome in top ended phones crisp sound and bass levels are good",4.0 out of 5 stars
Cables wear off soon and one side stops working. Won't last.,3.0 out of 5 stars
Firstly I got a defective product but thank to amazon and provider I got my item replaced and after 1 year of usage I can say these are the best earphones available in the market best for gaming sound quality is also quite good,5.0 out of 5 stars
Go for it ...,5.0 out of 5 stars
मिलाजुला कर ठीक ही है,3.0 out of 5 stars
Wire quality very poor 😅,3.0 out of 5 stars
Superb for pubg in terms of hearing footsteps,5.0 out of 5 stars
"I'm not finding the design great. While sound quality is okaish, the buds don't fit firmly on my ear and if I keep them tightly inserted then after a few minutes my ear starts paining. Not sure if others have also faced this issue.",3.0 out of 5 stars
Fit is not good,4.0 out of 5 stars
"This earphone are Dope in terms of Built quality ,but been a Basshead I can't see a that much of difference in sound quality Vocal are crisps no doubt,but I not been bass is not good if I have to rate
Bass-3.9/5
Vocal-5/5",4.0 out of 5 stars
Very good product,4.0 out of 5 stars
"Bass not so great. Sounds ok for the price but nothing extra ordinary. Calls are ok, perfectly clear on both sides. Magnetic head is a plus.",4.0 out of 5 stars
Price wise it is average.,3.0 out of 5 stars
"Headphone r good but when I wear to listen music ,its painfull after 1 -2 hr.....that is unusual for me ...because I havent face as like before with other headphone...",3.0 out of 5 stars
"I had soundmagic e10c which were great . When they stopped working. I wanted something cheaper so I bought these. I thought these were terrible in comfort but they do get better with time.
Sound- Boosted sub bass so you can use Equalizer to bring down sub bass by 5-6 db . Other than they are quite good for the price. Very nice separation and you get good detail in the songs. Great for acoustic songs.",5.0 out of 5 stars
"Nice sound quality
Dual driver ear phones at this price is good
If it is fully a brided means will be very good build otherwise no problem good noise calcellation",4.0 out of 5 stars
"I have compared this thing with the one more piston fit, and i could 'say one more piston is the thing that i like.
Nothing against mi dual driver but i think it has just too much bass according to my taste.",3.0 out of 5 stars
Good sound and bass quality,4.0 out of 5 stars
"The best earphones i have ever used
Just go for it!!
Thank me later !",5.0 out of 5 stars
"Got it at 599.
Totally worth the price.
Sound quality is excellent and mic is also pretty good. It has got braded cable so that is also good.
Only downfall is cable quality in above section but that is also fine if you are not a very rough user.",5.0 out of 5 stars
"Awesome product you will not regret after buying it. For Pubg this is suitable and good.
The bass is Awesome",4.0 out of 5 stars
"Must Buy Product!
Buy this product once! I am sure you won't regret buying this.",5.0 out of 5 stars
"I don't like super high bass earphones, this one has perfect amount of bass. The audio quality is great, the dual drivers provide crystal clear audio.

Now that I've used these for a while, I can't go back to any other earphones.",5.0 out of 5 stars
Okay,4.0 out of 5 stars
"Bass is less comparing with the previous version of MI which is now costs RS 700.
Totally disappointed with the sound and base effect.
Even the boat 152 for Rs 500 has more base and sound. MI just increased the price to Rs800 only for the magnet. Even the single driver MI earphone has more sound and bass effect.",3.0 out of 5 stars
 Mikec not working,3.0 out of 5 stars
Nice product 😊,5.0 out of 5 stars
Sound quality is very good,4.0 out of 5 stars
"It's volume and pause button works automatically, when u shake or move your earphones.
I always get irritated when I watch few movie",1.0 out of 5 stars
Bass quality is not good,4.0 out of 5 stars
"Noise cancellation is ok, sound quality good",4.0 out of 5 stars
Stop working after 3 month.,3.0 out of 5 stars
similar to realme buds 2 no much different,4.0 out of 5 stars
Nice product for the price,4.0 out of 5 stars
Best,5.0 out of 5 stars
Little bit uncomfortable (ear pain ) overall good quality sound good,4.0 out of 5 stars
I bought this headphones on November and i think the expiry period for this product is just 5-6 months exactly as the other reviews say..... One side of the headphones stopped working exactly after 6 months.... Buying an headphone for 800rs and having it to work properly only for 5-6 months is not worthy of the price,1.0 out of 5 stars
"Mi produces the best budget earphones with super quality mic and sound
This was the 2nd purchase bcz my cat like to play with it and 2nd one also cat broke it by biting when i was nt at home
Nxt em going to buy wireless",5.0 out of 5 stars
"Just ok overall product; the wire is supposed to be tangle free but gets entagled on its own. In case of android, some media apps don't respond to buttons",3.0 out of 5 stars
